"name","num_library","create_date","area","is_fenxiao","type_name","school_nature_name","address","content"
"陕西科技大学","210万","1958","2055","2","理工类","公办","西安校区：陕西省西安市未央大学园区,咸阳校区：陕西省咸阳市人民西路49号","陕西科技大学是国家“中西部高校基础能力建设工程”及“十四五教育强国推进工程”建设高校，是陕西省“双一流”建设高校和重点建设的高水平大学。学校创建于1958年，时名北京轻工业学院，是新中国第一所轻工高等学校；1970年迁至陕西咸阳，改名西北轻工业学院；1978年被国务院确定为全国88所重点院校之一；1998年学校划转陕西省，实行中央与地方共建；2002年经教育部"
"西安工程大学","165万","1912","1620","2","综合类","公办","金花校区：陕西省西安市金花南路19号,临潼校区：陕西省西安市临潼区陕鼓大道58号","西安工程大学是一所办学历史悠久、办学基础雄厚、办学特色鲜明的综合性高等学校，是我国西部地区唯一以纺织服装为特色的高校。学校现有金花、临潼两个校区，占地约82万平方米，设有15个教学单位。现有实验室131个，省级实验教学示范中心12个，省级虚拟仿真实验教学中心3个，省部级科研平台18个，国家级产业技术创新战略联盟5个，省部级产业技术创新战略联盟9个，省"
"云南艺术学院","20万","1959","930","2","艺术类","公办","云南省昆明市呈贡区雨花路1577号","云南艺术学院办学历史悠久，始建于1959年，其前身可追溯到1938年西南联大的文化生活部和师范学院，是我国西南地区一所特色鲜明、艺术门类齐全的综合性高等艺术院校，是全国8所综合性普通本科高等艺术院校之一。2003年获批硕士学位授予权，2009年获批艺术硕士（MFA）专业学位培养单位，2009年获批博士学位授予权云南省培育建设单位，2019年获批艺术学理论省级博士后科研"
"云南警官学院","0","1950","1382","2","政法类","公办","云南省昆明市教场北路249号","历史沿革：云南警官学院始建于1950年,历经中国人民解放军昆明市军管会公安部公安学校、云南省人民政府公安厅公安学校、云南省政法干部学校、云南政治学院、云南省公安学校、云南省人民警察学校、云南公安专科学校、云南公安高等专科学校等历史时期。2003年升格为本科院校，更名为云南警官学院。2013年起率先在全国省属公安院校招收警务硕士专业学位研究生。2014年起"
"红河学院","100万","1978","1166","2","综合类","公办","云南省红河哈尼族彝族自治州蒙自市红河大道","红河学院是一所在改革中诞生，开放中成长，创新中发展的“省州共建共管，以省为主”的全日制公办本科院校，前身是创建于1978年的蒙自师范专科学校，2003年4月，经教育部批准，由蒙自师范高等专科学校和云南广播电视大学红河分校合并组建成红河学院，学校位于红河哈尼族彝族自治州州府蒙自市，是红河州唯一的本科高等院校。2003年正式获批开办本科教育，2007年获学士"
"西安工业大学","177万","1955","1350","2","理工类","公办","未央校区：陕西省西安市未央大学园区学府中路2号,金花校区：陕西省西安市碑林区金花北路4号","西安工业大学是陕西省重点建设的高水平大学，是陕西省“国内一流学科建设高校”，是教育部“卓越工程师教育培养”试点高校，是国家“兵工七子”成员之一，是我国兵器行业部署在西北地区唯一的一所本硕博培养层次完整的院校，是陕西省人民政府与国家国防科技工业局、中国兵器工业集团有限公司、中国兵器装备集团有限公司共建高校，是B8协同创新联盟（中国兵器协"
"大理大学","44万","1978","2300","2","综合类","公办","古城校区：云南省大理州大理市大理镇弘圣路2号,下关校区：云南省大理市下关万花路22号","大理大学是省州共建的高等院校，其前身是成立于1978年的大理医学院、大理师范高等专科学校。2001年两校合并组建成大理学院，2003年获批硕士学位授予单位，2015年更名为大理大学，2021年获批博士学位授予单位。学校经过45年的办学积淀，已发展成为一所以生物医药、民族文化、生态环境学科为优势，留学生教育为特色的综合大学，是云南省地处非省会城市办学高校中本科办"
"西安邮电大学","52万","1950","1500","2","理工类","公办","雁塔校区：西安市长安南路563号,长安校区：西安市长安区西长安街618号","西安邮电大学是一所以工为主，以信息科学技术为特色，工、管、理、经、文、法、艺多学科协调发展的普通高等学校，是我国特别是西北地区信息产业和现代邮政业人才培养、科学研究的重要基地。学校始创于新中国成立初期，前身是1950年成立的陕西和甘肃两省邮电人员训练班及随后的西安邮电学校。1959年经国务院批准设立西安邮电学院，是国家在西北地区重点建设的唯一"
"云南财经大学","140万","1951","2133","2","财经类","公办","云南省昆明市龙泉路237号","【办学历程】云南财经大学前身是始建于1951年的云南省财政干部学校；1979年开办财贸大专班，招收大专生；1981年成立云南财贸学院，开始全日制本科教育；1998年合并云南经济管理干部学院；1995年被云南省政府确定为省属重点大学；2006年更名为云南财经大学；2013年成为博士学位授权单位，2014年获得首个博士后流动站。学校在云南省昆明市办学，设有龙泉路校区和安宁校区，"
"青海大学","101万","1958","3000","2","综合类","公办","青海省西宁市宁大路251号","青海大学坐落于高原古城——夏都西宁。学校前身为青海工学院，始建于1958年。1960年11月，与青海农牧学院、青海医学院、青海财经学院合并为青海大学，1969年被撤销。1971年恢复青海工农学院，设有工、农两大学科。1988年恢复青海大学。1997年10月，青海畜牧兽医学院并入青海大学。2001年1月，青海省农林科学院、青海省畜牧兽医科学院、青海财经职业学院整建制划归青海大"
"咸阳师范学院","45万","1978","800","2","师范类","公办","校本部：陕西省咸阳市文林路43号,秦都校区：陕西省咸阳市秦都区珠泉西路3号","咸阳师范学院是一所以教师教育为特色的省属本科院校。学校肇始于1978年5月的“陕西师范大学咸阳专修科”。1978年12月，经教育部批准，成立“咸阳师范专科学校”。2001年5月，与咸阳教育学院合并，成立咸阳师范学院。2004年10月，陕西广播电视大学咸阳市分校并入。2016年7月，陕西省机电工程学校划归学校。学校位于大秦故都、国家级历史文化名城——咸阳，有渭城和秦都"
"西藏大学","129万","1951","1400","2","综合类","公办","西藏自治区拉萨市藏大东路10号","西藏大学是西藏自治区所属综合性大学，是国家“211工程”重点建设大学，2013年列入“中西部高等教育振兴计划”，2017年入选首轮“双一流”学科建设高校，2018年成为教育部、西藏自治区人民政府合建高校，2022年入选第二轮“双一流”建设高校。学校办学历史可追溯到1951年人民解放军进藏部队创办的藏文干部训练班，历经西藏军区干部学校、西藏地方干部学校、西藏行政干"
"青海师范大学","92万","1956","1500","2","综合类","公办","城北校区：青海省西宁市城北区海湖大道延长段38号,城西校区：青海省西宁市城西五四西路38号","简史青海师范大学坐落于西海锁钥、海藏咽喉的高原古城西宁，始建于1956年，初名青海师范专科学校，1958年升格为青海师范学院，1984年更名为青海师范大学。1997年后，青海教育学院、青海民族师范高等专科学校、青海省水利学校、青海省银行学校陆续并入，共同组建形成了新的青海师范大学。地位历经67年的开拓进取，学校已形成具有本科教育、研究生教育、留学生教育、"
"陕西中医药大学","100万","1952","1290","2","医药类","公办","陕西省西咸新区沣西新城西咸大道","陕西中医药大学是陕西省人民政府与国家中医药管理局共建高校，国家“‘十四五’教育强国推进工程”建设高校，国家“一流专业”和陕西省“一流学科”建设高校。陕西中医药大学的前身是1952年创建于西安的西北中医进修学校，1959年升格为陕西中医学院，1961年迁至古都咸阳，是陕西唯一一所培养高素质中医药人才的普通高等院校，是1978年中共中央56号文件确定的全国8所"
"渭南师范学院","170万","1960","1073","2","师范类","公办","陕西省渭南市朝阳大街中段","渭南师范学院是一所以教师教育为主要特色的多科性应用型地方高校，始建于1960年，经历了原渭南师范学院、陕西师范大学渭南专修科、渭南师范专科学校等阶段，2000年经教育部批准，原渭南师范专科学校与渭南教育学院合并成立新的渭南师范学院。学校地处无产阶级革命家习仲勋同志的故里——陕西省渭南市和富平县。现有朝阳、富平、西岳、汉马四个校区。这里历史悠久"
"宝鸡文理学院","126万","1958","2800","2","师范类","公办","高新校区：陕西省宝鸡市高新大道1号,石鼓校区：陕西省宝鸡市宝光路44号","宝鸡文理学院是一所省属普通本科高等学校，是陕西省“国内一流学科建设高校”。学校创建于1958年，时名宝鸡大学（本科）；1975年在此基础上成立陕西师范大学宝鸡分校（本科）；1978年经国务院批准，定名为宝鸡师范学院；1992年经原国家教委批准，更名为宝鸡文理学院。在60多年的奋斗历程中，一代又一代文理人筚路蓝缕、栉风沐雨、奋勇开拓，文理精神薪火相传，教泽"
"西安外国语大学","0","1952","1593","2","语言类","公办","陕西省西安郭杜教育科技产业开发区文苑南路","西安外国语大学是新中国最早建立的4所外语院校之一，是西北地区唯一一所主要外语语种齐全的普通高校。1951年，经中央人民政府教育部批准，由兰州大学文学院俄文系、西北大学外国语文系俄文组、俄文专修科合并组建了西安外国语大学的前身——西北俄文专科学校。1952年，中共西北局党校俄文班并入西北俄文专科学校，开始为国家培养本科层次外语人才。1958年更名为西"
"北华大学","256万","1906","4026","2","综合类","公办","吉林省吉林市丰满区滨江东路3999号","北华大学是吉林省省属规模最大的重点综合性大学，是吉林省人民政府与国家林业和草原局共建高校。于1999年9月经国家教育部批准，由原吉林师范学院、吉林医学院、吉林林学院、吉林电气化高等专科学校合并组建而成，原四校前身分别为创办于1906年的吉林初级师范学堂、创办于1928年的吉林私立助产学校、创办于1952年的吉林省林业学校和创办于1920年的吉林省立职业学校。"
"青海民族大学","128万","1949","1312","2","民族类","公办","青海省西宁市城东区八一中路3号","青海民族大学创建于1949年12月12日，是在毛泽东、彭德怀、习仲勋等老一辈革命家的亲自批示下办起来的，是共和国成立的第一所民族院校，是青藏高原上的第一所高等学校。学校于1979年招收藏语言文学、民族史专业研究生，1981年获得国务院学位委员会第一批硕士学位授权，是改革开放后全国首批获得硕士学位授予权的高校，也是青海省最早开展学位与研究生教育的单位。学"
"陕西理工大学","132万","1958","2042","2","理工类","公办","陕西省汉中市汉台区东一环路1号","陕西理工大学坐落在国家历史文化名城、中国优秀旅游城市——汉中，是全国首批具有学士学位授予权的高校之一，有着悠久的办学历史。1958年，为解决陕南基础教育师资和其他急需人才，汉中大学成立，1978年更名为汉中师范学院；1965年，适应三线建设战略需要，北京大学汉中分校在汉中设立，1978年北大分校撤离后，在原址建立陕西工学院；2001年，汉中师范学院与陕西工学"
"长春大学","0","1949","1530","2","综合类","公办","吉林省长春市卫星路6543号","长春大学坐落在素有“北国春城”之称的吉林省长春市，是一所底蕴厚重、特色鲜明的省属综合性大学。学校前身是1949年由原东北人民政府工业部创办的长春工业会计统计专门学校，为新中国培养了第一批工业会计统计人才。在同步国家发展与时代变革中学校数次易名，1983年更名为吉林机电专科学校。1987年经原国家教育委员会批准，原吉林科技大学、吉林机电专科学校、长"
"西安音乐学院","0","1949","134","2","艺术类","公办","陕西省西安市长安中路108号","西安音乐学院是一所培养音乐艺术专门人才的全日制普通高等学校，是全国11所独立设置的音乐专业院校之一，也是西北地区唯一独立建制的高等音乐学府，为陕西省“国内一流学科”建设高校。学校创建于1949年10月，前身是贺龙元帅在晋绥边区创建的“西北军政大学音乐部”；1950年改称“西北艺术学院”；1953年调整为“西北艺术专科学校”；1956年学校音乐、美术两系分别建"
"西安体育学院","30万","1954","1300","2","体育类","公办","陕西省西安市含光北路65号","西安体育学院创办于1954年，原名西北体育学院，1956年更名为西安体育学院，是新中国最早建立的六所体育高等院校之一。原直属国家体育总局（国家体委），2001年起实行中央与地方共建，为国家体育总局和陕西省人民政府共建院校。是陕西省“国内一流学科”建设高校，陕西省拟新增博士学位授权单位立项建设单位。学校现有含光、鄠邑、沣峪三个校区，占地面积1300余亩。"
"长春理工大学","212万","1958","1077","2","理工类","公办","吉林省长春市卫星路7089号","长春理工大学原名长春光学精密机械学院，1958年由中国科学院创办，是新中国第一所培养光学专门人才的高等院校。经过60多年的建设与发展，学校现已成为一所具有鲜明光电特色和国防特色的吉林省省属重点大学，是吉林省、国家国防科技工业局、长春市共建院校，享有“中国光学英才摇篮”的美誉。因光而生，与国家教育事业发展同频共振。“两弹一星”元勋、两院院士"
"西安财经大学","115万","1952","1600","2","财经类","公办","陕西省西安市长安区常宁大街360号","西安财经大学是陕西省人民政府主办，陕西省人民政府和国家统计局共建的普通高等学校。学校前身可追溯到1952年创建的西北贸易学校。2001年6月，经国家教育部批准，陕西经贸学院与西安统计学院合并组建西安财经学院。2018年11月30日，经国家教育部批准，西安财经学院更名为西安财经大学。学校现有长安、雁塔、翠华东、翠华西4个校区，占地面积1600余亩。雁塔、翠华校区"
"西北政法大学","0","1937","1347","2","政法类","公办","长安校区：陕西省西安市西长安街558号,雁塔校区：陕西省西安市长安南路300号","西北政法大学是一所法学特色鲜明，哲学、经济学、管理学、文学等学科相互支撑、协调发展的多科性大学。学校是国家法治人才培养基地，是被誉为政法人才培养国家队的“五院四系”之一，是西北地区法学教育、法学研究中心和人文社会科学研究的重要基地，是陕西省重点建设的高水平大学、一流学科建设高校，是全国法学高等教育“立格联盟”和西安高水平有特色高校"
"长春师范大学","30万","1958","2100","2","师范类","公办","主校区：吉林省长春市二道区长吉北路677号,乐群校区：吉林省长春市吉林大路3291号,知合校区：吉林省长春市净月经济开发区柳莺西路1188号","长春师范大学坐落在美丽的北国春城——长春，是吉林省重要的基础教育师资及应用型高级专门人才培养基地，是具有博士学位授予权的应用研究型省属师范大学，更是一所拥有悠久办学历史和光荣革命传统的高等学府。学校前身为1906年（光绪三十二年）创建的官立长春师范传习所，是吉林省师范教育的发祥地。百余年来，在不同的历史时期，学校先后易名为长春府学堂、长"
"湘潭大学","291万","1958","0","2","综合类","公办","湖南省湘潭市雨湖区北二环","湘潭大学简称“湘大”，是一代伟人毛泽东同志亲自倡办的综合性全国重点大学、国家“双一流”建设高校。学校创办于1958年，同年9月10日，毛泽东同志亲笔题写“湘潭大学”校名，并亲切嘱托“一定要把湘潭大学办好”。1974年，邓小平、李先念等中央领导同志批准湘潭大学复校。1978年，学校被国务院确定为全国16所文理工综合性重点大学之一。1981年，学校成为全国首批硕"
"吉林农业大学","167万","1948","20205","2","农林类","公办","吉林省长春市新城大街2888号","吉林农业大学坐落于吉林省省会长春市，是吉林省省属重点大学，吉林省特色高水平应用研究型大学（A类），吉林省人民政府与农业农村部合作共建大学，吉林省人民政府与中国工程院共建的“中国工程科技发展战略吉林研究院”建设依托单位，中西部高校基础能力建设工程高校；首批教育部、国家外专局“高等学校学科创新引智计划”（“111”计划）省属高校，全国就业典"
"湖南科技大学","494万","1949","3004","2","综合类","公办","湖南省湘潭市桃园路","湖南科技大学肇始于1949年成立的湘北建设学院，2003年由湘潭工学院与湘潭师范学院合并组建而成，是湖南省人民政府与国家国防科技工业局共建高校、湖南省人民政府与原国家安全生产监督管理总局共建高校、“十三五”国家百所中西部高校基础能力建设工程支持高校、湖南省“双一流”建设高校。学校占地3003.88亩，建筑面积116.23万平方米，教学科研仪器设备总值6.775亿元，"
"长春工业大学","126万","1952","1817","2","理工类","公办","吉林省长春市延安大街2055号","长春工业大学是一所以工为主，工、管、文、理、经、法、艺术等多学科相互支撑、协调发展的省属重点大学。始建于1952年，建校初期是国家为筹建中国第一汽车制造厂而创办的长春汽车工业学校，先后经历了长春工业专科学校、吉林理工学院、吉林工学院等发展阶段。1970年6月吉林工学院与吉林工业大学合并，1978年10月复校。2000年9月，长春煤炭工业学校、长春煤炭管理干部"
"西安美术学院","0","1949","200","2","艺术类","公办","陕西省西安市含光南路100号","西安美术学院建校于1949年，其前身为西北人民艺术学院二分部，1949年7月由山西临汾迁至西安市长安县，更名为西北军政大学艺术学院，后历经西北艺术专科学校、西北美术专科学校等阶段，于1960年5月正式定名为西安美术学院，1994年学院整体迁至西安市雁塔区含光路南段。西安美术学院自建校以来，广纳贤才、汇聚名师，立足卓绝的延安精神和厚重的历史文化传统，传承红"
"西安培华学院","0","1928","2003","2","综合类","民办","长安校区：陕西省西安市长安区常宁大街888号,高新校区：陕西省西安市高新区白沙路南段2号","西安培华学院坐落于华夏文明的发祥地古都西安，是一所经国家教育部批准的西部首家拥有学士学位授予权的公益性、全日制的民办普通本科高等学校。学校办学历史悠久，文化积淀深厚，前身可追溯到1928年，由陕西女子职业教育促进会筹办、陕西省教育厅批准设立的“西安第一女子平民职业学校”。1984年经陕西省人民政府批准，国家教委备案，由著名教育家姜维之先生在恢"
"吉首大学","44万","1958","2900","2","综合类","公办","湖南省吉首市人民南路120号","吉首大学创办于1958年，在湖南省湘西土家族苗族自治州和张家界市两地办学，是湖南省属综合性大学，也是武陵山片区唯一的综合性大学。学校先后成为国家民委与湖南省政府共建高校、一本批次录取高校、博士学位授权单位、湖南省高水平建设大学、湖南省“双一流”建设高校、推荐优秀应届本科毕业生免试攻读硕士学位研究生普通高校。学校学科门类齐全，现有教学学院2"
"长沙理工大学","153万","1956","2980","2","理工类","公办","云塘校区：湖南省长沙市天心区万家丽南路2段960号,金盆岭校区：湖南省长沙市天心区赤岭路45号","长沙理工大学是一所以工为主，工、理、管、经、文、法、哲、艺、交叉等多学科协调发展，以本科、研究生教育为主体，具有博士后科研流动站、博士学位授予权和硕士生推免权的多科性大学。学校是全国先进基层党组织、国家“中西部高校基础能力建设工程”高校、首批全国“创新创业典型经验高校”50强、湖南省“国内一流大学建设高校”（A类）、湖南省文明标兵单位"
"吉林师范大学","125万","1958","1500","2","师范类","公办","吉林省四平市铁西区海丰大街1301号","吉林师范大学是吉林省重点大学。学校始建于1958年，经过60余年的建设与发展，形成了融本科生、研究生、留学生和继续教育学生为一体，以教师教育为特色，多学科协调发展的办学体系。现任党委书记王喜库，校长杨小天。学校建有四平、长春两个校区，占地面积100万平方米，建筑面积68万平方米。校园环境舒适，基础设施完备，功能配套齐全。现有19个学院，1个教学部，46"
"南华大学","85万","1958","3000","2","综合类","公办","湖南省衡阳市蒸湘区常胜西路28号","南华大学由中南工学院与衡阳医学院于2000年3月合并组建，2002年10月，核工业第六研究所并入。中南工学院的前身是1959年创办的衡阳矿冶工程学院，衡阳医学院的前身为创建于1958年的湖南省衡阳医学院。学校由工业和信息化部、生态环境部、国家卫生健康委员会、国家国防科技工业局、中国核工业集团公司与湖南省人民政府共建，是湖南省国内一流大学建设高校，是国家中西"
"湖南农业大学","193万","1903","3525","2","农林类","公办","湖南省会长沙市芙蓉区农大路一号","湖南农业大学是农业农村部与湖南省人民政府共建大学、全国文明校园、湖南省国内一流大学建设高校（A类）。“杂交水稻之父”袁隆平院士曾担任学校名誉校长。学校的前身是1903年创办的修业学堂，周震鳞、黄兴、徐特立、毛泽东等先后在此执教。1951年3月由修业学堂发展而来的湖南省立修业农林专科学校与湖南大学农业学院合并组建湖南农学院，毛泽东主席亲笔题写校名"
"东北电力大学","125万","1949","1212","2","理工类","公办","吉林省吉林市船营区长春街（路）169号","东北电力大学坐落在风景秀美的吉林省吉林市。学校是吉林省重点大学，始建于1949年，是中国共产党亲手创建的第一所电力工科学校，1958年定名为吉林电力学院，1978年更名为东北电力学院。原隶属电力部、国家电力公司，2000年起，实行“中央与地方共建，以地方管理为主”的管理模式，2005年学校更名为东北电力大学。2012年学校入选为国家“中西部高校基础能力建设工程”"
"长春工程学院","100万","1951","687","2","理工类","公办","湖西校区：吉林省长春市朝阳区宽平大路395号,湖东校区：吉林省长春市朝阳区同志街3066号","长春工程学院是一所以工学为主，管理学、理学、艺术学、文学等多学科协调发展，具有深厚建筑、水利、电力、地质等基础工业行业背景及鲜明办学特色的省属普通本科高校。学校是吉林省人民政府与国家应急管理部共建高校，吉林省特色高水平应用型大学A类高校，“服务国家特殊需求人才培养项目——学士学位授予单位开展培养硕士专业学位研究生”试点高校，教育部“"
"吉林建筑大学","112万","1956","1422","2","理工类","公办","吉林省长春市净月开发区新城大街5088号","吉林建筑大学是一所以工为主，以土木建筑为特色，理、工、文、管、法、艺、经等多学科相互支撑、协调发展的吉林省重点建设的普通高等学校，是吉林省人民政府与住房和城乡建设部共建高校，是全国首批百所深化创新创业教育改革示范高校，是吉林省城乡基本建设领域高级专门人才培养基地、科技研发基地、产业发展决策咨询与技术创新服务基地。学校始建于1956年，是"
"湖南理工学院","120万","1907","2100","2","理工类","公办","湖南省岳阳市湘北大道","湖南理工学院坐落在国家历史文化名城、国家区域性中心城市——岳阳市，面朝岳阳楼，紧邻洞庭湖，是一所以理工科为主，理、工、文、经、管、法、教、艺等多学科协调发展的省属一本高校，是湖南省博士学位授予立项建设单位、首批国家产教融合发展工程应用型本科规划高校、湖南省改办大学规划高校、湖南省国内一流学科建设高校。学校自然环境优美，人文底蕴深厚"
"中南林业科技大学","277万","1958","1388","2","农林类","公办","湖南省长沙市韶山南路498号","学校坐落于中国历史文化名城长沙，毗邻省政府，环境优雅，交通便利，校园面积1388亩，拥有一个占地7万多亩的实验林场（湖南北罗霄国家森林公园），校内各项公共服务设施齐全，是读书治学的理想园地。学校办学前身之一是1958年在长沙成立的湖南林学院。1963年，在老一辈无产阶级革命家陶铸同志的亲切关怀下，湖南林学院迁至广州与华南农学院（现华南农业大学）林学"
"吉林化工学院","0","1958","1725","2","理工类","公办","主校区：吉林省吉林市龙潭区承德街（路）45号,双吉校区：吉林省吉林市经济技术开发区双吉街","吉林化工学院成立于1958年，坐落在北国江城吉林市，是经国务院批准设立的新中国首批七所化工类高校之一，是吉林省仅有的一所化工类高校。学校紧紧围绕化工产业发展进行科技创新和人才培养，形成了“工程师的成长摇篮，管理者的培养基地”的办学特色。逐步建设成为卓越工程师培养计划高校、全国教育现代化推进工程产教融合项目试点高校、吉林省特色高水平大学建"
"湖南城市学院","70万","2002","1415","2","理工类","公办","湖南省益阳市迎宾东路518号","湖南城市学院是一所由湖南省人民政府主办的全日制普通本科院校。从2020年起，学校调入湖南省本科一批录取。学校位于长江中下游平原、洞庭湖南岸环湖生态经济圈核心城市——湖南省益阳市，学校人文底蕴深厚，自然环境优美，交通便捷，到省会长沙的高铁仅需半个小时。学校前身为1970年创办的益阳地区师范专科学校和1978年创办的益阳基础大学。2002年3月，经教育部批准"
"湖南中医药大学","108万","1934","1019","2","医药类","公办","湖南省长沙市岳麓区含浦科教产业园学士路300号","湖南中医药大学坐落于中国历史文化名城长沙，是湖南省重点建设本科院校，全国首批设立国家级重点学科的高校，全国首批招收博士研究生、留学生及港澳台学生的中医药院校。现有含浦、东塘两大校区，占地面积1018亩。下设15个本科教学学院，以及研究生院、国际教育学院、继续教育学院、湘杏学院（独立学院），15所附属医院（2所直属附属医院），25所教学医院。现任党"
"长春中医药大学","99万","1958","857","2","医药类","公办","吉林省长春市净月开发区博硕路1035号","学校肇始于1950年成立的长春市立中医进修学校，前身是1958年成立的长春中医学院，2006年更名为长春中医药大学。学校是吉林省省属重点大学、国家中西部高校基础能力建设工程高校、吉林省人民政府和国家中医药管理局共建高校、吉林省特色高水平大学建设高校。学校始终恪守“启古纳今，厚德精术”的校训精神，牢牢抓住立德树人这一根本任务，形成了从本科教育到硕士"
"吉林工程技术师范学院","58万","1979","1335","2","师范类","公办","主校区：吉林省长春市宽城区凯旋路3050号,泰来校区：吉林省长春市绿园区泰来街1485号","吉林工程技术师范学院坐落在吉林省长春市，是国务院批准成立的全国第一所专门为职业教育培养培训专业课师资的全日制本科师范大学，也是目前东北三省和内蒙古地区唯一一所独立设置的全日制本科职业师范大学。学校前身为1959年筹建的吉林省劳动厅技工学校；1979年，经国务院批准成立吉林技工师范学院，开展本科教育，隶属原国家劳动总局；1983年，划归吉林省管理并"
"湘南学院","90万","1912","1713","2","综合类","公办","校本部:湖南省郴州市郴州大道889号,北湖校区：湖南省郴州市北湖区人民西路25号","湘南学院是一所公办全日制综合性普通本科高校，坐落于湖南“南大门”、“天下第十八福地”的郴州市。郴州交通便利，京广高铁、京港澳高速、厦蓉高速、107国道等纵横交错，北湖机场开通北京、上海、南京、重庆、海口等多条航线。郴州风光秀美，是中国优秀旅游城市，森林覆盖率达70%，雾漫东江、莽山云海、飞天丹霞等生动诠释了山水之神韵。郴州历史悠久，自古为"
"湖南工程学院","130万","1951","1830","2","理工类","公办","湖南省湘潭市福星东路88号","湖南工程学院坐落于一代伟人毛泽东的故乡湖南省湘潭市，是湖南省人民政府举办的本科院校。学校是教育部“服务国家特殊需求”硕士专业学位研究生教育试点高校、教育部首批“卓越工程师教育培养计划”；是湖南省首批硕士学位授予立项建设单位、首批“2011计划”入选高校、湖南省“双一流”建设高水平应用特色学院、湖南省本科一批招生单位。湖南工程学院于2000年6"
"衡阳师范学院","192万","1904","2166","2","师范类","公办","东校区：湖南省衡阳市珠晖区衡花路16号,西校区：湖南省衡阳市雁峰区黄白路165号","衡阳师范学院是经教育部批准的、湖南省直属普通全日制公办本科院校。1999年3月，衡阳师范高等专科学校、衡阳教育学院合并组建衡阳师范学院。2001年2月，湖南省第三师范学校并入。学校坐落于王船山（王夫之）故里、蔡伦家乡所在的省域副中心城市、国家卫生城市、中国优秀旅游城市——衡阳市，地理位置优越，北望南岳衡山，南接奔腾湘江，京广铁路、武广高铁、湘桂"
"湖南工商大学","200万","1949","1432","2","财经类","公办","南校区：湖南省长沙市岳麓区岳麓大道569号,北校区：湖南省长沙市望城区雷锋大道","承千年文脉，扬湖湘精神。湖南工商大学坐落在历史文化名城长沙，创建于1949年，享有“经济湘军基地，企业名家摇篮”的盛誉。她是一所院士领衔的涵盖管理学、经济学、工学、理学、法学、文学、艺术学、交叉学科等多学科相互支撑、协调发展、特色鲜明的财经类大学，是湖南省本科一批招生高校、教育部本科教学工作水平评估优秀高校、博士学位授予立项建设单位、“"
"湖南科技学院","76万","1941","1080","2","综合类","公办","湖南省永州市零陵区杨梓塘路130号","☆四次荣获全国普通高等学校优秀教学成果奖☆全国毕业生就业典型经验高校☆全国普通高等学校先进教务处☆湖南省大学生就业创业优秀示范单位☆湖南省高等学校党建和思想政治工作先进单位☆湖南省思想政治工作先进单位☆湖南省文‍明高等学校☆湖南省文‍明校园湖南科技学院是一所经教育部批准，由湖南省人民政府主办的全日制普通本科院校。学校坐落在国家历史"
"白城师范学院","34万","1958","956","2","师范类","公办","吉林省白城市洮北区中兴西大路57号","白城师范学院始建于1958年，前身为白城师范高等专科学校。2000年8月原隶属于国家林业局的白城林业学校并入，2002年3月升格为本科院校，更名为白城师范学院。学校占地面积63.71万平方米，建筑面积24.60万平方米。现有教职工922人，其中正、副高级职称教师325人，具有博士、硕士学位教师683人。全日制在校生13476人。学校设有19个教学单位，50个本科专业，涵盖法学、教育学、"
"通化师范学院","27万","1958","735","2","师范类","公办","吉林省通化市育才路950号","通化师范学院是吉林省东南部唯一一所省属本科院校，坐落于长白山脚下、鸭绿江畔、中朝边境的通化市。通化师范学院的办学历史可追溯到1929年成立的辽东省立第六师范学校，根据事业发展需要，1958年改为通化师范专科学校，1978年，经国家教育部批准正式升格为普通本科院校，更名为通化师范学院。学校始终秉承“崇德广业、与时偕行”的校训，坚持“师范性、应用型、"
"吉林外国语大学","134万","1995","1055","2","语言类","民办","吉林省长春市净月国家高新技术产业开发区净月大街3658号","吉林外国语大学是吉林省重点高校。学校创办于1995年；2003年被教育部批准为民办普通高等本科院校；2005年获得学士学位授予权并开始联合招收硕士研究生；2006年通过司法公证，将学校所有资产全部捐献给社会；2007年成为全国民办高校中第一所也是目前唯一一所“省重点高校”；2010年经国务院批准，成为全国唯一的国家教育体制改革——“探索非营利性民办高校办学模式”"
"吉林体育学院","0","1958","941","2","体育类","公办","吉林省长春市南关区自由大路2476号","吉林体育学院成立于1958年，地处环境优美、四季分明的吉林省长春市，是吉林省唯一一所高等体育专业院校。2004年，经吉林省人民政府批准，原吉林省体育运动学校并入吉林体育学院。建校六十多年来，学校始终坚持社会主义办学方向，落实立德树人根本任务，培养了各级各类优秀体育人才数万人，为国家和区域体育事业发展及经济社会发展做出了重要贡献。学校现有南岭、"
"湖南文理学院","116万","1958","2000","2","综合类","公办","湖南省常德市洞庭大道3150号","湖南文理学院是一所由湖南省人民政府主办的全日制普通本科院校，位于“桃花源里的城市”——湖南省常德市。学校始于1958年创办的常德师范高等专科学校,1988年获评全国优秀师范高等专科学校，1999年原常德师范高等专科学校和原常德高等专科学校合并组建常德师范学院，升格为本科院校，2003年更为现名，至今已有65年办学历史。学校师范和农科特色鲜明，被誉为“湘西北"
